id,label,text_a,text_b
55,none,price,"They did not have mayonnaise, forgot our toast, left out ingredients (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it."
56,none,anecdotes,"They did not have mayonnaise, forgot our toast, left out ingredients (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it."
57,negative,food,"They did not have mayonnaise, forgot our toast, left out ingredients (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it."
58,none,ambience,"They did not have mayonnaise, forgot our toast, left out ingredients (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it."
59,none,service,"They did not have mayonnaise, forgot our toast, left out ingredients (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it."
60,none,price,"It took half an hour to get our check, which was perfect since we could sit, have drinks and talk!"
61,none,anecdotes,"It took half an hour to get our check, which was perfect since we could sit, have drinks and talk!"
62,none,food,"It took half an hour to get our check, which was perfect since we could sit, have drinks and talk!"
63,none,ambience,"It took half an hour to get our check, which was perfect since we could sit, have drinks and talk!"
64,conflict,service,"It took half an hour to get our check, which was perfect since we could sit, have drinks and talk!"
65,none,price,The design and atmosphere is just as good.
66,none,anecdotes,The design and atmosphere is just as good.
67,none,food,The design and atmosphere is just as good.
68,positive,ambience,The design and atmosphere is just as good.
69,none,service,The design and atmosphere is just as good.
70,none,price,He has visited Thailand and is quite expert on the cuisine.
71,none,anecdotes,He has visited Thailand and is quite expert on the cuisine.
72,positive,food,He has visited Thailand and is quite expert on the cuisine.
73,none,ambience,He has visited Thailand and is quite expert on the cuisine.
74,none,service,He has visited Thailand and is quite expert on the cuisine.
75,none,price,I would definitely recommend Mary's and am making it one of my regular neighborhood haunts.
76,positive,anecdotes,I would definitely recommend Mary's and am making it one of my regular neighborhood haunts.
77,none,food,I would definitely recommend Mary's and am making it one of my regular neighborhood haunts.
78,none,ambience,I would definitely recommend Mary's and am making it one of my regular neighborhood haunts.
79,none,service,I would definitely recommend Mary's and am making it one of my regular neighborhood haunts.
80,none,price,The pizza is the best if you like thin crusted pizza.
81,none,anecdotes,The pizza is the best if you like thin crusted pizza.
82,positive,food,The pizza is the best if you like thin crusted pizza.
83,none,ambience,The pizza is the best if you like thin crusted pizza.
84,none,service,The pizza is the best if you like thin crusted pizza.
85,none,price,My Girlfriend and I stumbled onto this hopping place the other night and had a great time!
86,positive,anecdotes,My Girlfriend and I stumbled onto this hopping place the other night and had a great time!
87,none,food,My Girlfriend and I stumbled onto this hopping place the other night and had a great time!
88,none,ambience,My Girlfriend and I stumbled onto this hopping place the other night and had a great time!
89,none,service,My Girlfriend and I stumbled onto this hopping place the other night and had a great time!
90,none,price,"He can't help, they're bought up so fast."
91,neutral,anecdotes,"He can't help, they're bought up so fast."
92,none,food,"He can't help, they're bought up so fast."
93,none,ambience,"He can't help, they're bought up so fast."
94,none,service,"He can't help, they're bought up so fast."
95,none,price,"Secondly, on this night the place was overwhelmed by upper east side ladies perfume."
96,none,anecdotes,"Secondly, on this night the place was overwhelmed by upper east side ladies perfume."
97,none,food,"Secondly, on this night the place was overwhelmed by upper east side ladies perfume."
98,negative,ambience,"Secondly, on this night the place was overwhelmed by upper east side ladies perfume."
99,none,service,"Secondly, on this night the place was overwhelmed by upper east side ladies perfume."
100,none,price,"i have eaten here a handful of times, for no reason besides sheer convenience."
101,neutral,anecdotes,"i have eaten here a handful of times, for no reason besides sheer convenience."
102,none,food,"i have eaten here a handful of times, for no reason besides sheer convenience."
103,none,ambience,"i have eaten here a handful of times, for no reason besides sheer convenience."
104,none,service,"i have eaten here a handful of times, for no reason besides sheer convenience."
105,none,price,Obviously run by folks who know a pie.
106,none,anecdotes,Obviously run by folks who know a pie.
107,none,food,Obviously run by folks who know a pie.
108,none,ambience,Obviously run by folks who know a pie.
109,positive,service,Obviously run by folks who know a pie.
110,none,price,We were very disappointed.
111,negative,anecdotes,We were very disappointed.
112,none,food,We were very disappointed.
113,none,ambience,We were very disappointed.
114,none,service,We were very disappointed.
115,positive,price,IT IS DEFINITELY SPECIAL AND AFFORDABLE.
116,positive,anecdotes,IT IS DEFINITELY SPECIAL AND AFFORDABLE.
117,none,food,IT IS DEFINITELY SPECIAL AND AFFORDABLE.
118,none,ambience,IT IS DEFINITELY SPECIAL AND AFFORDABLE.
119,none,service,IT IS DEFINITELY SPECIAL AND AFFORDABLE.
120,none,price,I really liked this place.
121,positive,anecdotes,I really liked this place.
122,none,food,I really liked this place.
123,none,ambience,I really liked this place.
124,none,service,I really liked this place.
125,none,price,I will be going back very soon.
126,positive,anecdotes,I will be going back very soon.
127,none,food,I will be going back very soon.
128,none,ambience,I will be going back very soon.
129,none,service,I will be going back very soon.
130,none,price,"All the money went into the interior decoration, none of it went to the chefs."
131,none,anecdotes,"All the money went into the interior decoration, none of it went to the chefs."
132,negative,food,"All the money went into the interior decoration, none of it went to the chefs."
133,positive,ambience,"All the money went into the interior decoration, none of it went to the chefs."
134,none,service,"All the money went into the interior decoration, none of it went to the chefs."
135,none,price,The seats are uncomfortable if you are sitting against the wall on wooden benches.
136,none,anecdotes,The seats are uncomfortable if you are sitting against the wall on wooden benches.
137,none,food,The seats are uncomfortable if you are sitting against the wall on wooden benches.
138,negative,ambience,The seats are uncomfortable if you are sitting against the wall on wooden benches.
139,none,service,The seats are uncomfortable if you are sitting against the wall on wooden benches.
140,none,price,"I asked for seltzer with lime, no ice."
141,none,anecdotes,"I asked for seltzer with lime, no ice."
142,neutral,food,"I asked for seltzer with lime, no ice."
143,none,ambience,"I asked for seltzer with lime, no ice."
144,none,service,"I asked for seltzer with lime, no ice."
145,positive,price,It was pretty inexpensive too.
146,none,anecdotes,It was pretty inexpensive too.
147,none,food,It was pretty inexpensive too.
148,none,ambience,It was pretty inexpensive too.
149,none,service,It was pretty inexpensive too.
150,none,price,Will not be back.
151,negative,anecdotes,Will not be back.
152,none,food,Will not be back.
153,none,ambience,Will not be back.
154,none,service,Will not be back.
155,none,price,"Don't go alone---even two people isn't enough for the whole experience, with pickles and a selection of meats and seafoods."
156,none,anecdotes,"Don't go alone---even two people isn't enough for the whole experience, with pickles and a selection of meats and seafoods."
157,positive,food,"Don't go alone---even two people isn't enough for the whole experience, with pickles and a selection of meats and seafoods."
158,none,ambience,"Don't go alone---even two people isn't enough for the whole experience, with pickles and a selection of meats and seafoods."
159,none,service,"Don't go alone---even two people isn't enough for the whole experience, with pickles and a selection of meats and seafoods."
160,none,price,My suggestion is to eat family style because you'll want to try the other dishes.
161,none,anecdotes,My suggestion is to eat family style because you'll want to try the other dishes.
162,neutral,food,My suggestion is to eat family style because you'll want to try the other dishes.
163,none,ambience,My suggestion is to eat family style because you'll want to try the other dishes.
164,none,service,My suggestion is to eat family style because you'll want to try the other dishes.
165,none,price,"Best of all is the warm vibe, the owner is super friendly and service is fast."
166,none,anecdotes,"Best of all is the warm vibe, the owner is super friendly and service is fast."
167,none,food,"Best of all is the warm vibe, the owner is super friendly and service is fast."
168,positive,ambience,"Best of all is the warm vibe, the owner is super friendly and service is fast."
169,positive,service,"Best of all is the warm vibe, the owner is super friendly and service is fast."
170,negative,price,This isn't a value joint.
171,none,anecdotes,This isn't a value joint.
172,none,food,This isn't a value joint.
173,none,ambience,This isn't a value joint.
174,none,service,This isn't a value joint.
175,none,price,Faan's got a great concept but a little rough on the delivery.
176,positive,anecdotes,Faan's got a great concept but a little rough on the delivery.
177,none,food,Faan's got a great concept but a little rough on the delivery.
178,none,ambience,Faan's got a great concept but a little rough on the delivery.
179,negative,service,Faan's got a great concept but a little rough on the delivery.
180,none,price,"From the incredible food, to the warm atmosphere, to the friendly service, this downtown neighborhood spot doesn't miss a beat."
181,none,anecdotes,"From the incredible food, to the warm atmosphere, to the friendly service, this downtown neighborhood spot doesn't miss a beat."
182,positive,food,"From the incredible food, to the warm atmosphere, to the friendly service, this downtown neighborhood spot doesn't miss a beat."
183,positive,ambience,"From the incredible food, to the warm atmosphere, to the friendly service, this downtown neighborhood spot doesn't miss a beat."
184,positive,service,"From the incredible food, to the warm atmosphere, to the friendly service, this downtown neighborhood spot doesn't miss a beat."
185,positive,price,"Great food at REASONABLE prices, makes for an evening that can't be beat!"
186,none,anecdotes,"Great food at REASONABLE prices, makes for an evening that can't be beat!"
187,positive,food,"Great food at REASONABLE prices, makes for an evening that can't be beat!"
188,none,ambience,"Great food at REASONABLE prices, makes for an evening that can't be beat!"
189,none,service,"Great food at REASONABLE prices, makes for an evening that can't be beat!"
190,none,price,Look foward to trying the Ruben upon returning.
191,positive,anecdotes,Look foward to trying the Ruben upon returning.
192,none,food,Look foward to trying the Ruben upon returning.
193,none,ambience,Look foward to trying the Ruben upon returning.
194,none,service,Look foward to trying the Ruben upon returning.
195,none,price,The only other steakhouse that seems to hold a candle to Roth's is the Strip House.
196,neutral,anecdotes,The only other steakhouse that seems to hold a candle to Roth's is the Strip House.
197,none,food,The only other steakhouse that seems to hold a candle to Roth's is the Strip House.
198,none,ambience,The only other steakhouse that seems to hold a candle to Roth's is the Strip House.
199,none,service,The only other steakhouse that seems to hold a candle to Roth's is the Strip House.
200,none,price,We usually go to the Chart House to celebrate a birthday or anniversary.
201,neutral,anecdotes,We usually go to the Chart House to celebrate a birthday or anniversary.
202,none,food,We usually go to the Chart House to celebrate a birthday or anniversary.
203,none,ambience,We usually go to the Chart House to celebrate a birthday or anniversary.
204,none,service,We usually go to the Chart House to celebrate a birthday or anniversary.
205,positive,price,this little place has a cute interior decor and affordable city prices.
206,none,anecdotes,this little place has a cute interior decor and affordable city prices.
207,none,food,this little place has a cute interior decor and affordable city prices.
208,positive,ambience,this little place has a cute interior decor and affordable city prices.
209,none,service,this little place has a cute interior decor and affordable city prices.
210,none,price,You'll adore it.
211,positive,anecdotes,You'll adore it.
212,none,food,You'll adore it.
213,none,ambience,You'll adore it.
214,none,service,You'll adore it.
215,positive,price,Two words: Free wine.
216,none,anecdotes,Two words: Free wine.
217,none,food,Two words: Free wine.
218,none,ambience,Two words: Free wine.
219,none,service,Two words: Free wine.
220,positive,price,The price is reasonable although the service is poor.
221,none,anecdotes,The price is reasonable although the service is poor.
222,none,food,The price is reasonable although the service is poor.
223,none,ambience,The price is reasonable although the service is poor.
224,negative,service,The price is reasonable although the service is poor.
225,none,price,"The quantity is also very good, you will come out satisfied."
226,none,anecdotes,"The quantity is also very good, you will come out satisfied."
227,positive,food,"The quantity is also very good, you will come out satisfied."
228,none,ambience,"The quantity is also very good, you will come out satisfied."
229,none,service,"The quantity is also very good, you will come out satisfied."
230,none,price,I have been to Roth's twice and both times were very disappointing.
231,negative,anecdotes,I have been to Roth's twice and both times were very disappointing.
232,none,food,I have been to Roth's twice and both times were very disappointing.
233,none,ambience,I have been to Roth's twice and both times were very disappointing.
234,none,service,I have been to Roth's twice and both times were very disappointing.
235,none,price,Worth visiting the 1st Ave spot because it is the original store.
236,positive,anecdotes,Worth visiting the 1st Ave spot because it is the original store.
237,none,food,Worth visiting the 1st Ave spot because it is the original store.
238,none,ambience,Worth visiting the 1st Ave spot because it is the original store.
239,none,service,Worth visiting the 1st Ave spot because it is the original store.
240,none,price,"I stumbled upon this second floor walk-up two Fridays ago when I was with two friends in town from L.A. Being serious sushi lovers, we sat at the sushi bar to be closer to the action."
241,neutral,anecdotes,"I stumbled upon this second floor walk-up two Fridays ago when I was with two friends in town from L.A. Being serious sushi lovers, we sat at the sushi bar to be closer to the action."
242,none,food,"I stumbled upon this second floor walk-up two Fridays ago when I was with two friends in town from L.A. Being serious sushi lovers, we sat at the sushi bar to be closer to the action."
243,none,ambience,"I stumbled upon this second floor walk-up two Fridays ago when I was with two friends in town from L.A. Being serious sushi lovers, we sat at the sushi bar to be closer to the action."
244,none,service,"I stumbled upon this second floor walk-up two Fridays ago when I was with two friends in town from L.A. Being serious sushi lovers, we sat at the sushi bar to be closer to the action."
245,none,price,"Raga's is a romantic, cozy restaurant."
246,none,anecdotes,"Raga's is a romantic, cozy restaurant."
247,none,food,"Raga's is a romantic, cozy restaurant."
248,positive,ambience,"Raga's is a romantic, cozy restaurant."
249,none,service,"Raga's is a romantic, cozy restaurant."
250,none,price,The fried rice is amazing here.
251,none,anecdotes,The fried rice is amazing here.
252,positive,food,The fried rice is amazing here.
253,none,ambience,The fried rice is amazing here.
254,none,service,The fried rice is amazing here.
255,none,price,"Three courses - choices include excellent mussels, puff pastry goat cheese and salad with a delicious dressing, and a hanger steak au poivre that is out of this world."
256,none,anecdotes,"Three courses - choices include excellent mussels, puff pastry goat cheese and salad with a delicious dressing, and a hanger steak au poivre that is out of this world."
257,positive,food,"Three courses - choices include excellent mussels, puff pastry goat cheese and salad with a delicious dressing, and a hanger steak au poivre that is out of this world."
258,none,ambience,"Three courses - choices include excellent mussels, puff pastry goat cheese and salad with a delicious dressing, and a hanger steak au poivre that is out of this world."
259,none,service,"Three courses - choices include excellent mussels, puff pastry goat cheese and salad with a delicious dressing, and a hanger steak au poivre that is out of this world."
260,none,price,it's a perfect place to have a amanzing indian food.
261,none,anecdotes,it's a perfect place to have a amanzing indian food.
262,positive,food,it's a perfect place to have a amanzing indian food.
263,none,ambience,it's a perfect place to have a amanzing indian food.
264,none,service,it's a perfect place to have a amanzing indian food.
265,none,price,The place is so cool and the service is prompt and curtious.
266,none,anecdotes,The place is so cool and the service is prompt and curtious.
267,none,food,The place is so cool and the service is prompt and curtious.
268,positive,ambience,The place is so cool and the service is prompt and curtious.
269,positive,service,The place is so cool and the service is prompt and curtious.
270,none,price,At the end you're left with a mild broth with noodles that you can slurp out of a cup.
271,none,anecdotes,At the end you're left with a mild broth with noodles that you can slurp out of a cup.
272,positive,food,At the end you're left with a mild broth with noodles that you can slurp out of a cup.
273,none,ambience,At the end you're left with a mild broth with noodles that you can slurp out of a cup.
274,none,service,At the end you're left with a mild broth with noodles that you can slurp out of a cup.
275,positive,price,I just wonder how you can have such a delicious meal for such little money.
276,none,anecdotes,I just wonder how you can have such a delicious meal for such little money.
277,positive,food,I just wonder how you can have such a delicious meal for such little money.
278,none,ambience,I just wonder how you can have such a delicious meal for such little money.
279,none,service,I just wonder how you can have such a delicious meal for such little money.
280,none,price,The food was delicious but do not come here on a empty stomach.
281,none,anecdotes,The food was delicious but do not come here on a empty stomach.
282,conflict,food,The food was delicious but do not come here on a empty stomach.
283,none,ambience,The food was delicious but do not come here on a empty stomach.
284,none,service,The food was delicious but do not come here on a empty stomach.
285,none,price,The wine list is excellent.
286,none,anecdotes,The wine list is excellent.
287,positive,food,The wine list is excellent.
288,none,ambience,The wine list is excellent.
289,none,service,The wine list is excellent.
290,none,price,so garantuan that you can't fit them in a toaster.
291,none,anecdotes,so garantuan that you can't fit them in a toaster.
292,positive,food,so garantuan that you can't fit them in a toaster.
293,none,ambience,so garantuan that you can't fit them in a toaster.
294,none,service,so garantuan that you can't fit them in a toaster.
295,none,price,"Ive been to many Thai restaurants in Manhattan before, and Toons is by far the best Thai food Ive had (except for my mom's of course)."
296,none,anecdotes,"Ive been to many Thai restaurants in Manhattan before, and Toons is by far the best Thai food Ive had (except for my mom's of course)."
297,positive,food,"Ive been to many Thai restaurants in Manhattan before, and Toons is by far the best Thai food Ive had (except for my mom's of course)."
298,none,ambience,"Ive been to many Thai restaurants in Manhattan before, and Toons is by far the best Thai food Ive had (except for my mom's of course)."
299,none,service,"Ive been to many Thai restaurants in Manhattan before, and Toons is by far the best Thai food Ive had (except for my mom's of course)."
300,none,price,They wouldnt even let me finish my glass of wine before offering another.
301,none,anecdotes,They wouldnt even let me finish my glass of wine before offering another.
302,none,food,They wouldnt even let me finish my glass of wine before offering another.
303,none,ambience,They wouldnt even let me finish my glass of wine before offering another.
304,positive,service,They wouldnt even let me finish my glass of wine before offering another.
305,none,price,I highly recommend the Sophia pizza.
306,positive,anecdotes,I highly recommend the Sophia pizza.
307,none,food,I highly recommend the Sophia pizza.
308,none,ambience,I highly recommend the Sophia pizza.
309,none,service,I highly recommend the Sophia pizza.
310,none,price,"Whem asked, we had to ask more detailed questions so that we knew what the specials were."
311,none,anecdotes,"Whem asked, we had to ask more detailed questions so that we knew what the specials were."
312,none,food,"Whem asked, we had to ask more detailed questions so that we knew what the specials were."
313,none,ambience,"Whem asked, we had to ask more detailed questions so that we knew what the specials were."
314,negative,service,"Whem asked, we had to ask more detailed questions so that we knew what the specials were."
315,none,price,This is a consistently great place to dine for lunch or dinner.
316,positive,anecdotes,This is a consistently great place to dine for lunch or dinner.
317,none,food,This is a consistently great place to dine for lunch or dinner.
318,none,ambience,This is a consistently great place to dine for lunch or dinner.
319,none,service,This is a consistently great place to dine for lunch or dinner.
320,none,price,"Nice atmosphere, the service was very pleasant and the desert was good."
321,none,anecdotes,"Nice atmosphere, the service was very pleasant and the desert was good."
322,positive,food,"Nice atmosphere, the service was very pleasant and the desert was good."
323,positive,ambience,"Nice atmosphere, the service was very pleasant and the desert was good."
324,positive,service,"Nice atmosphere, the service was very pleasant and the desert was good."
325,none,price,All the people that I bring there go back on their own and bring THEIR friends!
326,positive,anecdotes,All the people that I bring there go back on their own and bring THEIR friends!
327,none,food,All the people that I bring there go back on their own and bring THEIR friends!
328,none,ambience,All the people that I bring there go back on their own and bring THEIR friends!
329,none,service,All the people that I bring there go back on their own and bring THEIR friends!
330,none,price,After really enjoying ourselves at the bar we sat down at a table and had dinner.
331,positive,anecdotes,After really enjoying ourselves at the bar we sat down at a table and had dinner.
332,none,food,After really enjoying ourselves at the bar we sat down at a table and had dinner.
333,none,ambience,After really enjoying ourselves at the bar we sat down at a table and had dinner.
334,none,service,After really enjoying ourselves at the bar we sat down at a table and had dinner.
335,none,price,"Fabulous service, fantastic food, and a chilled out atmosphere and environment."
336,none,anecdotes,"Fabulous service, fantastic food, and a chilled out atmosphere and environment."
337,positive,food,"Fabulous service, fantastic food, and a chilled out atmosphere and environment."
338,positive,ambience,"Fabulous service, fantastic food, and a chilled out atmosphere and environment."
339,positive,service,"Fabulous service, fantastic food, and a chilled out atmosphere and environment."
340,none,price,Not what I wanted to hear.
341,negative,anecdotes,Not what I wanted to hear.
342,none,food,Not what I wanted to hear.
343,none,ambience,Not what I wanted to hear.
344,none,service,Not what I wanted to hear.
345,none,price,Try the lasagnette appetizer.
346,none,anecdotes,Try the lasagnette appetizer.
347,positive,food,Try the lasagnette appetizer.
348,none,ambience,Try the lasagnette appetizer.
349,none,service,Try the lasagnette appetizer.
350,negative,price,"Pricey, but worth a try, at least once."
351,positive,anecdotes,"Pricey, but worth a try, at least once."
352,none,food,"Pricey, but worth a try, at least once."
353,none,ambience,"Pricey, but worth a try, at least once."
354,none,service,"Pricey, but worth a try, at least once."
355,none,price,"I've been there a few times, and I usually end up sitting next to some pretty odd people."
356,negative,anecdotes,"I've been there a few times, and I usually end up sitting next to some pretty odd people."
357,none,food,"I've been there a few times, and I usually end up sitting next to some pretty odd people."
358,none,ambience,"I've been there a few times, and I usually end up sitting next to some pretty odd people."
359,none,service,"I've been there a few times, and I usually end up sitting next to some pretty odd people."
360,none,price,I liked the beer selection!
361,none,anecdotes,I liked the beer selection!
362,positive,food,I liked the beer selection!
363,none,ambience,I liked the beer selection!
364,none,service,I liked the beer selection!
365,none,price,"Great food, good size menu, great service and an unpretensious setting."
366,none,anecdotes,"Great food, good size menu, great service and an unpretensious setting."
367,positive,food,"Great food, good size menu, great service and an unpretensious setting."
368,positive,ambience,"Great food, good size menu, great service and an unpretensious setting."
369,positive,service,"Great food, good size menu, great service and an unpretensious setting."
370,none,price,Go here for a romantic dinner but not for an all out wow dining experience.
371,conflict,anecdotes,Go here for a romantic dinner but not for an all out wow dining experience.
372,none,food,Go here for a romantic dinner but not for an all out wow dining experience.
373,none,ambience,Go here for a romantic dinner but not for an all out wow dining experience.
374,none,service,Go here for a romantic dinner but not for an all out wow dining experience.
375,none,price,Can't wait to go back.
376,positive,anecdotes,Can't wait to go back.
377,none,food,Can't wait to go back.
378,none,ambience,Can't wait to go back.
379,none,service,Can't wait to go back.
380,none,price,I grew up eating Dosa and have yet to find a place in NY to satisfy my taste buds.
381,neutral,anecdotes,I grew up eating Dosa and have yet to find a place in NY to satisfy my taste buds.
382,none,food,I grew up eating Dosa and have yet to find a place in NY to satisfy my taste buds.
383,none,ambience,I grew up eating Dosa and have yet to find a place in NY to satisfy my taste buds.
384,none,service,I grew up eating Dosa and have yet to find a place in NY to satisfy my taste buds.
385,none,price,Wine list selection is good and wine-by-the-glass was generously filled to the top.
386,none,anecdotes,Wine list selection is good and wine-by-the-glass was generously filled to the top.
387,positive,food,Wine list selection is good and wine-by-the-glass was generously filled to the top.
388,none,ambience,Wine list selection is good and wine-by-the-glass was generously filled to the top.
389,none,service,Wine list selection is good and wine-by-the-glass was generously filled to the top.
390,none,price,"With the great variety on the menu , I eat here often and never get bored ."
391,none,anecdotes,"With the great variety on the menu , I eat here often and never get bored ."
392,positive,food,"With the great variety on the menu , I eat here often and never get bored ."
393,none,ambience,"With the great variety on the menu , I eat here often and never get bored ."
394,none,service,"With the great variety on the menu , I eat here often and never get bored ."
395,none,price,The menu is very limited - i think we counted 4 or 5 entrees.
396,none,anecdotes,The menu is very limited - i think we counted 4 or 5 entrees.
397,negative,food,The menu is very limited - i think we counted 4 or 5 entrees.
398,none,ambience,The menu is very limited - i think we counted 4 or 5 entrees.
399,none,service,The menu is very limited - i think we counted 4 or 5 entrees.
400,none,price,"If you are a carnivore, come hungry and you will leave more satisfied than you have ever been."
401,positive,anecdotes,"If you are a carnivore, come hungry and you will leave more satisfied than you have ever been."
402,none,food,"If you are a carnivore, come hungry and you will leave more satisfied than you have ever been."
403,none,ambience,"If you are a carnivore, come hungry and you will leave more satisfied than you have ever been."
404,none,service,"If you are a carnivore, come hungry and you will leave more satisfied than you have ever been."
405,none,price,The menu is limited but almost all of the dishes are excellent.
406,none,anecdotes,The menu is limited but almost all of the dishes are excellent.
407,conflict,food,The menu is limited but almost all of the dishes are excellent.
408,none,ambience,The menu is limited but almost all of the dishes are excellent.
409,none,service,The menu is limited but almost all of the dishes are excellent.
410,none,price,Not too crazy about their sake martini.
411,none,anecdotes,Not too crazy about their sake martini.
412,negative,food,Not too crazy about their sake martini.
413,none,ambience,Not too crazy about their sake martini.
414,none,service,Not too crazy about their sake martini.
415,none,price,"Great bagels, spreads and a good place to hang out in."
416,positive,anecdotes,"Great bagels, spreads and a good place to hang out in."
417,positive,food,"Great bagels, spreads and a good place to hang out in."
418,none,ambience,"Great bagels, spreads and a good place to hang out in."
419,none,service,"Great bagels, spreads and a good place to hang out in."
420,none,price,"The service varys from day to day- sometimes they're very nice, and sometimes not."
421,none,anecdotes,"The service varys from day to day- sometimes they're very nice, and sometimes not."
422,none,food,"The service varys from day to day- sometimes they're very nice, and sometimes not."
423,none,ambience,"The service varys from day to day- sometimes they're very nice, and sometimes not."
424,conflict,service,"The service varys from day to day- sometimes they're very nice, and sometimes not."
425,none,price,"whoever the jazz duo was, they were on POINT."
426,none,anecdotes,"whoever the jazz duo was, they were on POINT."
427,none,food,"whoever the jazz duo was, they were on POINT."
428,positive,ambience,"whoever the jazz duo was, they were on POINT."
429,none,service,"whoever the jazz duo was, they were on POINT."
430,none,price,One thing I liked about this place is that I never felt rushed or pressured to give up my table ot incoming guests.
